index,ID,Name,FullName,Age,Nationality,Club,Image,Position,Overall,Potential,Value,Wage,URL
773,206198,D. Heintz,Dominique Heintz,23,Germany,1. FC Köln,https://cdn.sofifa.org/48/18/players/206198.png,CB,78,82,€11.5M,€30K,https://sofifa.com/player/206198
774,205988,L. Shaw,Luke Shaw,21,England,Manchester United,https://cdn.sofifa.org/48/18/players/205988.png,LB,78,83,€11.5M,€76K,https://sofifa.com/player/205988
775,205693,S. Haller,Sébastien Haller,23,France,Eintracht Frankfurt,https://cdn.sofifa.org/48/18/players/205693.png,ST,78,83,€14M,€30K,https://sofifa.com/player/205693
776,205633,L. Castro,Lucas Castro,28,Argentina,Chievo Verona,https://cdn.sofifa.org/48/18/players/205633.png,"CM, RM",78,78,€10.5M,€22K,https://sofifa.com/player/205633
777,205569,J. Ward-Prowse,James Ward-Prowse,22,England,Southampton,https://cdn.sofifa.org/48/18/players/205569.png,"CM, RM, CAM",78,83,€13.5M,€68K,https://sofifa.com/player/205569
778,205114,T. Inui,Takashi Inui,29,Japan,SD Eibar,https://cdn.sofifa.org/48/18/players/205114.png,"LM, RM",78,78,€10M,€25K,https://sofifa.com/player/205114
779,205070,Portu,Cristian Portugues Manzanera,25,Spain,Girona CF,https://cdn.sofifa.org/48/18/players/205070.png,"ST, CM, RM",78,81,€13M,€29K,https://sofifa.com/player/205070
780,204884,B. Mendy,Benjamin Mendy,22,France,Manchester City,https://cdn.sofifa.org/48/18/players/204884.png,LB,78,86,€13M,€86K,https://sofifa.com/player/204884
781,204523,Rubén Pardo,Rubén Pardo Gutiérrez,24,Spain,Real Sociedad,https://cdn.sofifa.org/48/18/players/204523.png,CM,78,82,€13.5M,€27K,https://sofifa.com/player/204523
782,204259,S. Arias,Santiago Arias,25,Colombia,PSV,https://cdn.sofifa.org/48/18/players/204259.png,RB,78,80,€10.5M,€17K,https://sofifa.com/player/204259
783,204240,B. Reynet,Baptiste Reynet,26,France,Dijon FCO,https://cdn.sofifa.org/48/18/players/204240.png,GK,78,80,€8.5M,€17K,https://sofifa.com/player/204240
784,203627,Joãozinho,João Natailton Ramos dos Santos,28,Brazil,FC Krasnodar,https://cdn.sofifa.org/48/18/players/203627.png,"LM, LW, RM, RW",78,78,€10.5M,€47K,https://sofifa.com/player/203627
785,203605,P. Kadeřábek,Pavel Kadeřábek,25,Czech Republic,TSG 1899 Hoffenheim,https://cdn.sofifa.org/48/18/players/203605.png,"RWB, RB",78,82,€11M,€33K,https://sofifa.com/player/203605
786,203362,M. Elyounoussi,Mohamed Elyounoussi,22,Norway,FC Basel,https://cdn.sofifa.org/48/18/players/203362.png,"LM, RM, CAM, CM",78,84,€14M,€36K,https://sofifa.com/player/203362
787,203299,A. Carrillo,André Carrillo,26,Peru,Watford,https://cdn.sofifa.org/48/18/players/203299.png,"RM, RW, LM",78,79,€12M,€15K,https://sofifa.com/player/203299
788,203263,H. Maguire,Harry Maguire,24,England,Leicester City,https://cdn.sofifa.org/48/18/players/203263.png,CB,78,83,€12M,€53K,https://sofifa.com/player/203263
789,203106,L. Bittencourt,Leonardo Bittencourt,23,Germany,1. FC Köln,https://cdn.sofifa.org/48/18/players/203106.png,"LM, RM",78,82,€13.5M,€33K,https://sofifa.com/player/203106
790,202935,Álvaro,Álvaro González Soberón,27,Spain,Villarreal CF,https://cdn.sofifa.org/48/18/players/202935.png,"CB, RB",78,80,€10M,€32K,https://sofifa.com/player/202935
791,202849,J. Vestergaard,Jannik Vestergaard,24,Denmark,Borussia Mönchengladbach,https://cdn.sofifa.org/48/18/players/202849.png,CB,78,83,€12M,€30K,https://sofifa.com/player/202849
792,202695,J. Tarkowski,James Tarkowski,24,England,Burnley,https://cdn.sofifa.org/48/18/players/202695.png,CB,78,82,€11.5M,€45K,https://sofifa.com/player/202695
793,202325,D. Demme,Diego Demme,25,Germany,RB Leipzig,https://cdn.sofifa.org/48/18/players/202325.png,"CDM, CM",78,81,€11M,€53K,https://sofifa.com/player/202325
794,202201,J. Gouweleeuw,Jeffrey Gouweleeuw,25,Netherlands,FC Augsburg,https://cdn.sofifa.org/48/18/players/202201.png,CB,78,80,€10.5M,€25K,https://sofifa.com/player/202201
795,201988,F. Fernández,Federico Fernández,28,Argentina,Swansea City,https://cdn.sofifa.org/48/18/players/201988.png,CB,78,78,€8.5M,€65K,https://sofifa.com/player/201988
796,201939,C. Piccini,Cristiano Piccini,24,Italy,Sporting CP,https://cdn.sofifa.org/48/18/players/201939.png,RB,78,81,€11M,€15K,https://sofifa.com/player/201939
797,201508,G. Ramírez,Gastón Ramírez,26,Uruguay,Sampdoria,https://cdn.sofifa.org/48/18/players/201508.png,"CAM, RM, LM",78,79,€12M,€39K,https://sofifa.com/player/201508
798,201144,M. Badelj,Milan Badelj,28,Croatia,Fiorentina,https://cdn.sofifa.org/48/18/players/201144.png,"CM, CDM",78,78,€10.5M,€64K,https://sofifa.com/player/201144
799,201143,A. Mandi,Aïssa Mandi,25,Algeria,Real Betis Balompié,https://cdn.sofifa.org/48/18/players/201143.png,CB,78,83,€11.5M,€23K,https://sofifa.com/player/201143
800,201119,Ismaily,Ismaily Gonçalves dos S.,27,Brazil,Shakhtar Donetsk,https://cdn.sofifa.org/48/18/players/201119.png,LB,78,78,€8.5M,€1K,https://sofifa.com/player/201119
801,201095,A. Marchesín,Agustín Marchesín,29,Argentina,Club América,https://cdn.sofifa.org/48/18/players/201095.png,GK,78,79,€8M,€45K,https://sofifa.com/player/201095
802,201049,L. Tonelli,Lorenzo Tonelli,27,Italy,Napoli,https://cdn.sofifa.org/48/18/players/201049.png,CB,78,80,€10M,€56K,https://sofifa.com/player/201049
803,200726,B. Lecomte,Benjamin Lecomte,26,France,Montpellier Hérault SC,https://cdn.sofifa.org/48/18/players/200726.png,GK,78,83,€9.5M,€22K,https://sofifa.com/player/200726
804,200529,N. Chadli,Nacer Chadli,27,Belgium,West Bromwich Albion,https://cdn.sofifa.org/48/18/players/200529.png,"LM, RM, CAM",78,78,€11M,€68K,https://sofifa.com/player/200529
805,200315,Cristian Tello,Cristian Tello Herrera,25,Spain,Real Betis Balompié,https://cdn.sofifa.org/48/18/players/200315.png,"RM, LM, RW, LW",78,79,€12.5M,€26K,https://sofifa.com/player/200315
806,200215,S. Rode,Sebastian Rode,26,Germany,Borussia Dortmund,https://cdn.sofifa.org/48/18/players/200215.png,"CDM, CM",78,80,€10.5M,€50K,https://sofifa.com/player/200215
807,199977,Vicente Gómez,José Vicente Gómez Umpiérrez,28,Spain,UD Las Palmas,https://cdn.sofifa.org/48/18/players/199977.png,"CM, CDM",78,78,€10.5M,€25K,https://sofifa.com/player/199977
808,199602,J. Guidetti,John Guidetti,25,Sweden,Deportivo Alavés,https://cdn.sofifa.org/48/18/players/199602.png,ST,78,82,€13.5M,€28K,https://sofifa.com/player/199602
809,199550,B. Martins Indi,Bruno Martins Indi,25,Netherlands,Stoke City,https://cdn.sofifa.org/48/18/players/199550.png,CB,78,81,€11M,€59K,https://sofifa.com/player/199550
810,199304,Danilo,Danilo Luiz da Silva,25,Brazil,Manchester City,https://cdn.sofifa.org/48/18/players/199304.png,"RB, LB",78,80,€10.5M,€95K,https://sofifa.com/player/199304
811,198648,B. Natcho,Bibras Natcho,29,Israel,CSKA Moscow,https://cdn.sofifa.org/48/18/players/198648.png,"CM, CDM",78,78,€10M,€50K,https://sofifa.com/player/198648
812,198584,K. Mbodji,Kara Mbodji,27,Senegal,RSC Anderlecht,https://cdn.sofifa.org/48/18/players/198584.png,CB,78,79,€10M,€24K,https://sofifa.com/player/198584
813,198200,B. Stambouli,Benjamin Stambouli,26,France,FC Schalke 04,https://cdn.sofifa.org/48/18/players/198200.png,"CB, CDM",78,80,€10.5M,€37K,https://sofifa.com/player/198200
814,198140,R. Funes Mori,Rogelio Funes Mori,26,Argentina,Monterrey,https://cdn.sofifa.org/48/18/players/198140.png,ST,78,81,€13M,€63K,https://sofifa.com/player/198140
815,198077,P. Herrmann,Patrick Herrmann,26,Germany,Borussia Mönchengladbach,https://cdn.sofifa.org/48/18/players/198077.png,"RM, LM",78,79,€12M,€38K,https://sofifa.com/player/198077
816,197225,N. Lodeiro,Nicolás Lodeiro,28,Uruguay,Seattle Sounders FC,https://cdn.sofifa.org/48/18/players/197225.png,"RM, CAM, CF",78,78,€10.5M,€11K,https://sofifa.com/player/197225
817,196150,T. Gutiérrez,Teófilo Gutiérrez,32,Colombia,CPD Junior Barranquilla,https://cdn.sofifa.org/48/18/players/196150.png,ST,78,78,€8.5M,€6K,https://sofifa.com/player/196150
818,195671,C. Austin,Charlie Austin,27,England,Southampton,https://cdn.sofifa.org/48/18/players/195671.png,ST,78,78,€11M,€85K,https://sofifa.com/player/195671
819,195586,A. Finnbogason,Alfreð Finnbogason,28,Iceland,FC Augsburg,https://cdn.sofifa.org/48/18/players/195586.png,ST,78,78,€10.5M,€33K,https://sofifa.com/player/195586
820,195363,J. Bruma,Jeffrey Bruma,25,Netherlands,VfL Wolfsburg,https://cdn.sofifa.org/48/18/players/195363.png,CB,78,82,€11.5M,€53K,https://sofifa.com/player/195363
821,194958,A. Mooy,Aaron Mooy,26,Australia,Huddersfield Town,https://cdn.sofifa.org/48/18/players/194958.png,"CM, CDM, CAM",78,79,€12M,€52K,https://sofifa.com/player/194958
822,194932,A. Townsend,Andros Townsend,25,England,Crystal Palace,https://cdn.sofifa.org/48/18/players/194932.png,"RM, LM, ST",78,79,€12.5M,€55K,https://sofifa.com/player/194932
823,194845,W. Khazri,Wahbi Khazri,26,Tunisia,Stade Rennais FC,https://cdn.sofifa.org/48/18/players/194845.png,"LM, CAM, ST",78,79,€12M,€14K,https://sofifa.com/player/194845
824,194022,André Almeida,André Gomes Magalhães Almeida,26,Portugal,SL Benfica,https://cdn.sofifa.org/48/18/players/194022.png,"RB, LB",78,79,€10M,€13K,https://sofifa.com/player/194022
825,193601,G. Pezzella,Germán Pezzella,26,Argentina,Fiorentina,https://cdn.sofifa.org/48/18/players/193601.png,CB,78,83,€11.5M,€24K,https://sofifa.com/player/193601
826,193361,R. Soriano,Roberto Soriano,26,Italy,Villarreal CF,https://cdn.sofifa.org/48/18/players/193361.png,"LM, CAM, CM",78,79,€12M,€35K,https://sofifa.com/player/193361
827,193283,T. Delaney,Thomas Delaney,25,Denmark,SV Werder Bremen,https://cdn.sofifa.org/48/18/players/193283.png,"CM, CDM",78,81,€13M,€30K,https://sofifa.com/player/193283
828,193152,Herrerín,Iago Herrerín Buisán,29,Spain,Athletic Club de Bilbao,https://cdn.sofifa.org/48/18/players/193152.png,GK,78,78,€7M,€21K,https://sofifa.com/player/193152
829,192841,E. Giaccherini,Emanuele Giaccherini,32,Italy,Napoli,https://cdn.sofifa.org/48/18/players/192841.png,"LW, CM",78,78,€8M,€67K,https://sofifa.com/player/192841
830,192722,R. Hamouma,Romain Hamouma,30,France,AS Saint-Étienne,https://cdn.sofifa.org/48/18/players/192722.png,"RW, LW, CAM",78,78,€10M,€42K,https://sofifa.com/player/192722
831,192620,H. Badstuber,Holger Badstuber,28,Germany,VfB Stuttgart,https://cdn.sofifa.org/48/18/players/192620.png,CB,78,78,€8.5M,€28K,https://sofifa.com/player/192620
832,192557,M. Plattenhardt,Marvin Plattenhardt,25,Germany,Hertha BSC Berlin,https://cdn.sofifa.org/48/18/players/192557.png,LB,78,80,€10.5M,€28K,https://sofifa.com/player/192557
833,191210,S. Corchia,Sébastien Corchia,26,France,Sevilla FC,https://cdn.sofifa.org/48/18/players/191210.png,"RB, RWB, RM",78,79,€10M,€18K,https://sofifa.com/player/191210
834,190799,C. Borges,Celso Borges,29,Costa Rica,RC Deportivo de La Coruña,https://cdn.sofifa.org/48/18/players/190799.png,"CDM, CM, CAM",78,78,€8M,€26K,https://sofifa.com/player/190799
835,190531,E. Mangala,Eliaquim Mangala,26,France,Manchester City,https://cdn.sofifa.org/48/18/players/190531.png,CB,78,81,€11M,€100K,https://sofifa.com/player/190531
836,190507,Etxeita,Xabier Etxeita Gorritxat.,29,Spain,Athletic Club de Bilbao,https://cdn.sofifa.org/48/18/players/190507.png,CB,78,78,€8M,€26K,https://sofifa.com/player/190507
837,190286,Canales,Sergio Canales Madrazo,26,Spain,Real Sociedad,https://cdn.sofifa.org/48/18/players/190286.png,"CAM, RW, LW, CM",78,80,€12.5M,€31K,https://sofifa.com/player/190286
838,190223,Balenziaga,Mikel Balenziaga,29,Spain,Athletic Club de Bilbao,https://cdn.sofifa.org/48/18/players/190223.png,LB,78,78,€8M,€26K,https://sofifa.com/player/190223
839,189963,W. Bony,Wilfried Bony,28,Ivory Coast,Swansea City,https://cdn.sofifa.org/48/18/players/189963.png,ST,78,78,€10.5M,€77K,https://sofifa.com/player/189963
840,189681,Rafael,Rafael Pereira da Silva,26,Brazil,Olympique Lyonnais,https://cdn.sofifa.org/48/18/players/189681.png,RB,78,78,€9M,€57K,https://sofifa.com/player/189681
841,189606,J. Baumgartlinger,Julian Baumgartlinger,29,Austria,Bayer 04 Leverkusen,https://cdn.sofifa.org/48/18/players/189606.png,CDM,78,78,€8M,€50K,https://sofifa.com/player/189606
842,189508,Víctor Vázquez,Víctor Vázquez Solsona,30,Spain,Toronto FC,https://cdn.sofifa.org/48/18/players/189508.png,"CM, CAM, LM",78,78,€9.5M,€11K,https://sofifa.com/player/189508
843,189506,Victor Sánchez,Victor Sánchez Mata,29,Spain,RCD Espanyol,https://cdn.sofifa.org/48/18/players/189506.png,"RB, CDM, CM, LB",78,78,€8M,€30K,https://sofifa.com/player/189506
844,189390,B. Oczipka,Bastian Oczipka,28,Germany,FC Schalke 04,https://cdn.sofifa.org/48/18/players/189390.png,"LWB, LB, LM",78,78,€8M,€39K,https://sofifa.com/player/189390
845,189296,E. Berisha,Etrit Berisha,28,Albania,Atalanta,https://cdn.sofifa.org/48/18/players/189296.png,GK,78,78,€7.5M,€24K,https://sofifa.com/player/189296
846,189250,S. Rondón,Salomón Rondón,27,Venezuela,West Bromwich Albion,https://cdn.sofifa.org/48/18/players/189250.png,ST,78,78,€11M,€74K,https://sofifa.com/player/189250
847,189157,Y. Bolasie,Yannick Bolasie,28,DR Congo,Everton,https://cdn.sofifa.org/48/18/players/189157.png,"RM, ST, LM",78,78,€10.5M,€105K,https://sofifa.com/player/189157
848,188840,Miguel Lopes,Hugo Miguel Almeida Costa Lopes,30,Portugal,Akhisar Belediyespor,https://cdn.sofifa.org/48/18/players/188840.png,RB,78,78,€7.5M,€20K,https://sofifa.com/player/188840
849,188428,S. Doumbia,Seydou Doumbia,29,Ivory Coast,Sporting CP,https://cdn.sofifa.org/48/18/players/188428.png,"ST, CF",78,78,€10.5M,€21K,https://sofifa.com/player/188428
850,188268,L. Acosta,Lautaro Acosta,29,Argentina,Club Atlético Lanús,https://cdn.sofifa.org/48/18/players/188268.png,"LW, RW, ST",78,78,€10M,€23K,https://sofifa.com/player/188268
851,188135,Juanfran,Juan Francisco Moreno Fuertes,28,Spain,RC Deportivo de La Coruña,https://cdn.sofifa.org/48/18/players/188135.png,RB,78,78,€8M,€26K,https://sofifa.com/player/188135
852,187736,P. Mamaev,Pavel Mamaev,28,Russia,FC Krasnodar,https://cdn.sofifa.org/48/18/players/187736.png,"RW, CM, LW",78,78,€10.5M,€51K,https://sofifa.com/player/187736
853,187607,A. Dzyuba,Artem Dzyuba,28,Russia,Zenit St. Petersburg,https://cdn.sofifa.org/48/18/players/187607.png,ST,78,78,€10.5M,€70K,https://sofifa.com/player/187607
854,187366,D. Glushakov,Denis Glushakov,30,Russia,Spartak Moscow,https://cdn.sofifa.org/48/18/players/187366.png,"CDM, CM",78,78,€7.5M,€56K,https://sofifa.com/player/187366
855,187052,Y. M'Vila,Yann M'Vila,27,France,AS Saint-Étienne,https://cdn.sofifa.org/48/18/players/187052.png,"CDM, CM",78,81,€10.5M,€35K,https://sofifa.com/player/187052
856,186805,J. Montero,Jefferson Montero,27,Ecuador,Getafe CF,https://cdn.sofifa.org/48/18/players/186805.png,"LM, LW",78,78,€11M,€68K,https://sofifa.com/player/186805
857,186537,C. Stuani,Cristhian Stuani,30,Uruguay,Girona CF,https://cdn.sofifa.org/48/18/players/186537.png,"ST, RM",78,78,€10M,€30K,https://sofifa.com/player/186537
858,186302,E. Hernández,Elías Hernández,29,Mexico,Club León,https://cdn.sofifa.org/48/18/players/186302.png,RM,78,78,€10M,€36K,https://sofifa.com/player/186302
859,184575,R. Alessandrini,Romain Alessandrini,28,France,LA Galaxy,https://cdn.sofifa.org/48/18/players/184575.png,"RM, LM",78,78,€10.5M,€11K,https://sofifa.com/player/184575
860,183892,G. Mercado,Gabriel Mercado,30,Argentina,Sevilla FC,https://cdn.sofifa.org/48/18/players/183892.png,"CB, RB",78,78,€7.5M,€18K,https://sofifa.com/player/183892
861,183871,N. Müller,Nicolai Müller,29,Germany,Hamburger SV,https://cdn.sofifa.org/48/18/players/183871.png,"RM, LM",78,78,€10M,€40K,https://sofifa.com/player/183871
862,183855,A. Ogbonna,Angelo Ogbonna,29,Italy,West Ham United,https://cdn.sofifa.org/48/18/players/183855.png,CB,78,78,€8M,€87K,https://sofifa.com/player/183855
863,183666,Roberto,Roberto Jiménez Gago,31,Spain,Málaga CF,https://cdn.sofifa.org/48/18/players/183666.png,GK,78,78,€6.5M,€23K,https://sofifa.com/player/183666
864,183569,E. Choupo-Moting,Eric Maxim Choupo-Moting,28,Cameroon,Stoke City,https://cdn.sofifa.org/48/18/players/183569.png,"LM, ST",78,78,€10.5M,€71K,https://sofifa.com/player/183569
865,183512,Yuri,Yuri Berchiche Izeta,27,Spain,Paris Saint-Germain,https://cdn.sofifa.org/48/18/players/183512.png,LB,78,78,€8.5M,€67K,https://sofifa.com/player/183512
866,183427,F. Delph,Fabian Delph,27,England,Manchester City,https://cdn.sofifa.org/48/18/players/183427.png,"LB, CM",78,78,€8.5M,€100K,https://sofifa.com/player/183427
867,183394,M. Sissoko,Moussa Sissoko,27,France,Tottenham Hotspur,https://cdn.sofifa.org/48/18/players/183394.png,"RM, CM, CAM",78,78,€11M,€84K,https://sofifa.com/player/183394
868,182879,B. Dzsudzsák,Balázs Dzsudzsák,30,Hungary,,https://cdn.sofifa.org/48/18/players/182879.png,"LM, RM",78,78,€0,€0,https://sofifa.com/player/182879
869,182862,M. Pereira,Maximiliano Pereira,33,Uruguay,FC Porto,https://cdn.sofifa.org/48/18/players/182862.png,RB,78,78,€4M,€15K,https://sofifa.com/player/182862
870,182744,J. Holebas,Jose Holebas,33,Greece,Watford,https://cdn.sofifa.org/48/18/players/182744.png,"LB, LWB",78,78,€4M,€53K,https://sofifa.com/player/182744
871,181402,W. Vainqueur,William Vainqueur,28,France,Antalyaspor,https://cdn.sofifa.org/48/18/players/181402.png,CDM,78,78,€8.5M,€21K,https://sofifa.com/player/181402
872,181262,M. Suchý,Marek Suchý,29,Czech Republic,FC Basel,https://cdn.sofifa.org/48/18/players/181262.png,CB,78,78,€8M,€40K,https://sofifa.com/player/181262
873,180826,Luiz Adriano,Luiz Adriano Souza da Silva,30,Brazil,Spartak Moscow,https://cdn.sofifa.org/48/18/players/180826.png,ST,78,78,€10M,€67K,https://sofifa.com/player/180826
874,180714,Guilherme,Guilherme Alvim Marinato,31,Russia,Lokomotiv Moscow,https://cdn.sofifa.org/48/18/players/180714.png,GK,78,78,€6.5M,€33K,https://sofifa.com/player/180714
875,180359,Luisinho,Luis Carlos Correia Pinto,32,Portugal,RC Deportivo de La Coruña,https://cdn.sofifa.org/48/18/players/180359.png,"LB, LM",78,78,€5.5M,€24K,https://sofifa.com/player/180359
876,179789,D. Da Silva,Damien Da Silva,29,France,SM Caen,https://cdn.sofifa.org/48/18/players/179789.png,CB,78,79,€9M,€26K,https://sofifa.com/player/179789
877,179527,L. Rémy,Loïc Rémy,30,France,UD Las Palmas,https://cdn.sofifa.org/48/18/players/179527.png,"ST, LM",78,78,€10M,€26K,https://sofifa.com/player/179527
878,178415,R. Vormer,Ruud Vormer,29,Netherlands,Club Brugge KV,https://cdn.sofifa.org/48/18/players/178415.png,"CM, RM",78,78,€10M,€28K,https://sofifa.com/player/178415
879,178322,M. Layún,Miguel Layún,29,Mexico,FC Porto,https://cdn.sofifa.org/48/18/players/178322.png,"LB, RB",78,78,€8M,€15K,https://sofifa.com/player/178322
882,165560,M. Ruben,Marco Ruben,30,Argentina,Rosario Central,https://cdn.sofifa.org/48/18/players/165560.png,ST,78,78,€10M,€23K,https://sofifa.com/player/165560
883,123576,M. Borriello,Marco Borriello,35,Italy,Ferrara (SPAL),https://cdn.sofifa.org/48/18/players/123576.png,ST,78,78,€4.8M,€15K,https://sofifa.com/player/123576
891,140233,G. Ochoa,Guillermo Ochoa,31,Mexico,Standard de Liège,https://cdn.sofifa.org/48/18/players/140233.png,GK,78,78,€6.5M,€15K,https://sofifa.com/player/140233
896,147660,S. Ryzhikov,Sergey Ryzhikov,36,Russia,Rubin Kazan,https://cdn.sofifa.org/48/18/players/147660.png,GK,78,78,€1.4M,€23K,https://sofifa.com/player/147660
901,174549,M. Fernández,Matías Fernández,31,Chile,Necaxa,https://cdn.sofifa.org/48/18/players/174549.png,CAM,78,78,€9M,€17K,https://sofifa.com/player/174549
906,161754,Javi García,Fran. Javier García Fernández,30,Spain,Real Betis Balompié,https://cdn.sofifa.org/48/18/players/161754.png,CDM,78,78,€7.5M,€24K,https://sofifa.com/player/161754
908,163806,Sergio,Sergio Álvarez Conde,30,Spain,RC Celta de Vigo,https://cdn.sofifa.org/48/18/players/163806.png,GK,78,78,€6.5M,€20K,https://sofifa.com/player/163806
918,169706,J. Cork,Jack Cork,28,England,Burnley,https://cdn.sofifa.org/48/18/players/169706.png,"CM, CDM",78,78,€10.5M,€60K,https://sofifa.com/player/169706
922,155887,M. Bradley,Michael Bradley,29,United States,Toronto FC,https://cdn.sofifa.org/48/18/players/155887.png,"CDM, CM",78,78,€8M,€10K,https://sofifa.com/player/155887
924,178160,T. Mangani,Thomas Mangani,30,France,Angers SCO,https://cdn.sofifa.org/48/18/players/178160.png,CM,78,78,€9.5M,€28K,https://sofifa.com/player/178160
927,164082,Adriano,Adriano Correia Claro,32,Brazil,Beşiktaş JK,https://cdn.sofifa.org/48/18/players/164082.png,"LB, LM",78,78,€5.5M,€47K,https://sofifa.com/player/164082
929,155897,C. Dempsey,Clint Dempsey,34,United States,Seattle Sounders FC,https://cdn.sofifa.org/48/18/players/155897.png,"CAM, CF, ST, LM",78,78,€5M,€11K,https://sofifa.com/player/155897
934,177666,M. Harnik,Martin Harnik,30,Austria,Hannover 96,https://cdn.sofifa.org/48/18/players/177666.png,"ST, RM",77,77,€8.5M,€47K,https://sofifa.com/player/177666
935,197891,Juanmi,Juan Miguel Jimenez López,24,Spain,Real Sociedad,https://cdn.sofifa.org/48/18/players/197891.png,"ST, LW, LM, CAM",77,83,€12.5M,€30K,https://sofifa.com/player/197891
936,186115,K. Gibbs,Kieran Gibbs,27,England,West Bromwich Albion,https://cdn.sofifa.org/48/18/players/186115.png,"LB, LWB",77,77,€7.5M,€62K,https://sofifa.com/player/186115
937,229636,G. Pereiro,Gastón Pereiro,22,Uruguay,PSV,https://cdn.sofifa.org/48/18/players/229636.png,"CAM, RW, LW",77,82,€12M,€17K,https://sofifa.com/player/229636
938,183556,N. Subotić,Neven Subotić,28,Serbia,Borussia Dortmund,https://cdn.sofifa.org/48/18/players/183556.png,CB,77,77,€7M,€53K,https://sofifa.com/player/183556
939,200197,N. Blandi,Nicolás Blandi,27,Argentina,San Lorenzo de Almagro,https://cdn.sofifa.org/48/18/players/200197.png,ST,77,77,€9.5M,€27K,https://sofifa.com/player/200197
940,236295,Aarón Martín,Aarón Martín Caricol,20,Spain,RCD Espanyol,https://cdn.sofifa.org/48/18/players/236295.png,LB,77,85,€11M,€22K,https://sofifa.com/player/236295
941,159240,M. Krohn-Dehli,Michael Krohn-Dehli,34,Denmark,Sevilla FC,https://cdn.sofifa.org/48/18/players/159240.png,"LM, CM, CAM, CDM",77,77,€4.5M,€20K,https://sofifa.com/player/159240
942,215051,L. López,Lisandro López,27,Argentina,Inter,https://cdn.sofifa.org/48/18/players/215051.png,CB,77,77,€7.5M,€13K,https://sofifa.com/player/215051
943,231691,A. Lafont,Alban Lafont,18,France,Toulouse FC,https://cdn.sofifa.org/48/18/players/231691.png,GK,77,89,€11.5M,€10K,https://sofifa.com/player/231691
944,192012,D. Reyes,Diego Reyes,24,Mexico,FC Porto,https://cdn.sofifa.org/48/18/players/192012.png,CB,77,82,€10M,€13K,https://sofifa.com/player/192012
945,203535,T. Vilhena,Tonny Vilhena,22,Netherlands,Feyenoord,https://cdn.sofifa.org/48/18/players/203535.png,"CM, CAM",77,81,€11.5M,€17K,https://sofifa.com/player/203535
946,156432,G. Hoarau,Guillaume Hoarau,33,France,BSC Young Boys,https://cdn.sofifa.org/48/18/players/156432.png,ST,77,77,€5.5M,€29K,https://sofifa.com/player/156432
947,183568,S. Langkamp,Sebastian Langkamp,29,Germany,Hertha BSC Berlin,https://cdn.sofifa.org/48/18/players/183568.png,CB,77,77,€7M,€30K,https://sofifa.com/player/183568
948,52752,T. Barnetta,Tranquillo Barnetta,32,Switzerland,FC St. Gallen,https://cdn.sofifa.org/48/18/players/52752.png,"CAM, CDM, CM",77,77,€7M,€19K,https://sofifa.com/player/52752
949,135697,Sergio García,Sergio García de la Fuente,34,Spain,RCD Espanyol,https://cdn.sofifa.org/48/18/players/135697.png,"ST, RM, LM",77,77,€4.7M,€34K,https://sofifa.com/player/135697
950,156433,A. Talavera,Alfredo Talavera,34,Mexico,Deportivo Toluca,https://cdn.sofifa.org/48/18/players/156433.png,GK,77,77,€3.6M,€16K,https://sofifa.com/player/156433
951,202515,Jesé,Jesé Rodríguez Ruíz,24,Spain,Stoke City,https://cdn.sofifa.org/48/18/players/202515.png,"LM, ST",77,81,€11.5M,€64K,https://sofifa.com/player/202515
952,204819,E. Sala,Emiliano Sala,26,Argentina,FC Nantes,https://cdn.sofifa.org/48/18/players/204819.png,ST,77,78,€10.5M,€30K,https://sofifa.com/player/204819
953,205590,Luís Hernández,Luís Hernández Rodríguez,28,Spain,Málaga CF,https://cdn.sofifa.org/48/18/players/205590.png,"CB, RB",77,78,€8M,€26K,https://sofifa.com/player/205590
954,210455,Jonny,Jonathan Castro Otto,23,Spain,RC Celta de Vigo,https://cdn.sofifa.org/48/18/players/210455.png,"LB, RB",77,83,€10M,€21K,https://sofifa.com/player/210455
955,208920,N. Aké,Nathan Aké,22,Netherlands,Bournemouth,https://cdn.sofifa.org/48/18/players/208920.png,"CB, LB",77,85,€11.5M,€52K,https://sofifa.com/player/208920
956,230168,Raphaelito Anjos,Raphael William Anjos Rochedo,29,Brazil,Santos Futebol Clube,https://cdn.sofifa.org/48/18/players/230168.png,GK,77,77,€6M,€18K,https://sofifa.com/player/230168
957,184089,M. Carcela-González,Mehdi Carcela-González,28,Morocco,Olympiakos CFP,https://cdn.sofifa.org/48/18/players/184089.png,"RM, LM",77,77,€9M,€1K,https://sofifa.com/player/184089
958,205850,L. Pavoletti,Leonardo Pavoletti,28,Italy,Cagliari,https://cdn.sofifa.org/48/18/players/205850.png,ST,77,77,€9M,€70K,https://sofifa.com/player/205850
959,230938,F. Kessié,Franck Yannick Kessié,20,Ivory Coast,Milan,https://cdn.sofifa.org/48/18/players/230938.png,"CM, CDM",77,86,€13.5M,€24K,https://sofifa.com/player/230938
960,205340,Marcelo,Marcelo dos Santos Ferreira,27,Brazil,Rio Ave FC,https://cdn.sofifa.org/48/18/players/205340.png,CB,77,77,€7.5M,€11K,https://sofifa.com/player/205340
